2020-03-11T15:11:06.431576;0.51
2020-03-11T15:11:11.432424;0.49
2020-03-11T15:11:16.433354;0.56
2020-03-11T15:11:21.434327;0.57
2020-03-11T15:11:26.435160;0.58
2020-03-11T15:11:31.436060;0.49
2020-03-11T15:11:36.437005;0.49
2020-03-11T15:11:41.437937;0.48
2020-03-11T15:11:46.438948;0.48
2020-03-11T15:11:51.439846;0.52
2020-03-11T15:11:56.440521;0.53
2020-03-11T15:12:01.441357;0.54
2020-03-11T15:12:06.442315;0.55
2020-03-11T15:12:11.443275;0.54
2020-03-11T15:12:16.444230;0.41
2020-03-11T15:12:21.445190;0.49
2020-03-11T15:12:26.446105;0.52
2020-03-11T15:12:31.447045;0.56
2020-03-11T15:12:36.447964;0.55
2020-03-11T15:12:41.448876;0.56
