:2020-03-11T14:57:46.291722;0.50
2020-03-11T14:57:51.292491;0.51
2020-03-11T14:57:56.293378;0.52
2020-03-11T14:58:01.294286;0.50
2020-03-11T14:58:06.295185;0.60
2020-03-11T14:58:11.296031;0.58
2020-03-11T14:58:16.296902;0.58
2020-03-11T14:58:21.297773;0.43
2020-03-11T14:58:26.298715;0.42
2020-03-11T14:58:31.299603;0.48
2020-03-11T14:58:36.300527;0.49
2020-03-11T14:58:41.301438;0.68
2020-03-11T14:58:46.302314;0.67
2020-03-11T14:58:51.303156;0.51
2020-03-11T14:58:56.303961;0.64
2020-03-11T14:59:01.304817;0.71
2020-03-11T14:59:06.305622;0.65
2020-03-11T14:59:11.306433;0.61
2020-03-11T14:59:16.307265;0.54
2020-03-11T14:59:21.308167;0.54
2020-03-11T14:59:26.309074;0.68
2020-03-11T14:59:31.309907;0.54
2020-03-11T14:59:36.310784;0.42
2020-03-11T14:59:41.311687;0.54
2020-03-11T14:59:46.312517;0.61
2020-03-11T14:59:51.313312;0.64
2020-03-11T14:59:56.314146;0.67
2020-03-11T15:00:01.314993;0.69
2020-03-11T15:00:06.315808;0.68
2020-03-11T15:00:11.316630;0.69
2020-03-11T15:00:16.317483;0.66
2020-03-11T15:00:21.318288;0.66
2020-03-11T15:00:26.319110;0.68
2020-03-11T15:00:31.319845;0.69
2020-03-11T15:00:36.320569;0.74
2020-03-11T15:00:41.321413;0.69
2020-03-11T15:00:46.322235;0.72
2020-03-11T15:00:51.323119;0.73
2020-03-11T15:00:56.323948;0.75
2020-03-11T15:01:01.324843;0.69
2020-03-11T15:01:06.325667;0.75
2020-03-11T15:01:11.326529;0.69
2020-03-11T15:01:16.327344;0.67
2020-03-11T15:01:21.328201;0.68
2020-03-11T15:01:26.329033;0.74
2020-03-11T15:01:31.329887;0.71
2020-03-11T15:01:36.330716;0.66
2020-03-11T15:01:41.331566;0.48
2020-03-11T15:01:46.332458;0.41
2020-03-11T15:01:51.333382;0.40
2020-03-11T15:01:56.334291;0.40
2020-03-11T15:02:01.335214;0.39
2020-03-11T15:02:06.336133;0.40
2020-03-11T15:02:11.337068;0.40
2020-03-11T15:02:16.338004;0.40
2020-03-11T15:02:21.338936;0.39
2020-03-11T15:02:26.339872;0.61
2020-03-11T15:02:31.340724;0.63
2020-03-11T15:02:36.341547;0.65
2020-03-11T15:02:41.342382;0.66
2020-03-11T15:02:46.343209;0.66
2020-03-11T15:02:51.344063;0.41
2020-03-11T15:02:56.344967;0.42
2020-03-11T15:03:01.345934;0.40
2020-03-11T15:03:06.346845;0.39
2020-03-11T15:03:11.347794;0.40
2020-03-11T15:03:16.348694;0.40
2020-03-11T15:03:21.349640;0.40
2020-03-11T15:03:26.350563;0.40
2020-03-11T15:03:31.351568;0.40
2020-03-11T15:03:36.352491;0.39
2020-03-11T15:03:41.353421;0.36
2020-03-11T15:03:46.354221;0.43
2020-03-11T15:03:51.355164;0.41
2020-03-11T15:03:56.356130;0.41
2020-03-11T15:04:01.357086;0.42
2020-03-11T15:04:06.357899;0.55
2020-03-11T15:04:11.358745;0.44
2020-03-11T15:04:16.359581;0.41
2020-03-11T15:04:21.360393;0.36
2020-03-11T15:04:26.361229;0.65
2020-03-11T15:04:31.362047;0.45
2020-03-11T15:04:36.362912;0.59
2020-03-11T15:04:41.363737;0.38
2020-03-11T15:04:46.364600;0.64
2020-03-11T15:04:51.365420;0.36
2020-03-11T15:04:56.366240;0.47
2020-03-11T15:05:01.367113;0.44
2020-03-11T15:05:06.367938;0.44
2020-03-11T15:05:11.368856;0.33
2020-03-11T15:05:16.369720;0.71
2020-03-11T15:05:21.370569;0.57
2020-03-11T15:05:26.371409;0.35
2020-03-11T15:05:31.372250;0.66
2020-03-11T15:05:36.373083;0.26
2020-03-11T15:05:41.373917;0.51
2020-03-11T15:05:46.374767;0.40
2020-03-11T15:05:51.375565;0.47
2020-03-11T15:05:56.376389;0.62
2020-03-11T15:06:01.377255;0.00
2020-03-11T15:06:06.378128;0.04
2020-03-11T15:06:11.379025;0.10
2020-03-11T15:06:16.379869;0.27
2020-03-11T15:06:21.380691;0.00
2020-03-11T15:06:26.381627;0.71
2020-03-11T15:06:31.382472;0.62
2020-03-11T15:06:36.383265;0.78
2020-03-11T15:06:41.384128;0.35
2020-03-11T15:06:46.385011;0.65
2020-03-11T15:06:51.385884;0.62
2020-03-11T15:06:56.386841;0.61
2020-03-11T15:07:01.387761;0.61
2020-03-11T15:07:06.388666;0.62
2020-03-11T15:07:11.389606;0.60
2020-03-11T15:07:16.390508;0.63
2020-03-11T15:07:21.391364;0.58
2020-03-11T15:07:26.392260;0.59
2020-03-11T15:07:31.393215;0.59
2020-03-11T15:07:36.394091;0.62
2020-03-11T15:07:41.395035;0.58
2020-03-11T15:07:46.395933;0.58
2020-03-11T15:07:51.396857;0.59
2020-03-11T15:07:56.397793;0.60
2020-03-11T15:08:01.398742;0.61
2020-03-11T15:08:06.399587;0.60
2020-03-11T15:08:11.400487;0.48
2020-03-11T15:08:16.401428;0.62
2020-03-11T15:08:21.402364;0.70
2020-03-11T15:08:26.403339;0.73
2020-03-11T15:08:31.404350;0.52
2020-03-11T15:08:36.405229;0.52
2020-03-11T15:08:41.406157;0.52
2020-03-11T15:08:46.407143;0.52
2020-03-11T15:08:51.408133;0.50
2020-03-11T15:08:56.408485;0.51
2020-03-11T15:09:01.409398;0.56
2020-03-11T15:09:06.410314;0.54
2020-03-11T15:09:11.411192;0.52
2020-03-11T15:09:16.412046;0.53
2020-03-11T15:09:21.412887;0.63
2020-03-11T15:09:26.413865;0.59
2020-03-11T15:09:31.414860;0.59
2020-03-11T15:09:36.415665;0.61
2020-03-11T15:09:41.416598;0.65
2020-03-11T15:09:46.417509;0.59
2020-03-11T15:09:51.418482;0.61
2020-03-11T15:09:56.419427;0.62
2020-03-11T15:10:01.420441;0.66
2020-03-11T15:10:06.421370;0.60
2020-03-11T15:10:11.422233;0.55
2020-03-11T15:10:16.423085;0.48
2020-03-11T15:10:21.423934;0.49
2020-03-11T15:10:26.424717;0.49
2020-03-11T15:10:31.425531;0.49
2020-03-11T15:10:36.426420;0.50
2020-03-11T15:10:41.427325;0.49
2020-03-11T15:10:46.428293;0.49
2020-03-11T15:10:51.429262;0.48
2020-03-11T15:10:56.430097;0.50
2020-03-11T15:11:01.430837;0.53
